VIN (1-10);County;City;State;Postal Code;Model Year;Make;Model;Electric Vehicle Type;Clean Alternative Fuel Vehicle (CAFV) Eligibility;Electric Range;Base MSRP;Legislative District;DOL Vehicle ID;Vehicle Location;Electric Utility;2020 Census Tract;Descuentos;Precio Final
5YJYGAEE8M;King;Bellevue;WA;98006;2021;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;41;177909434;POINT (-122.16937 47.571015);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033024704;19182;50718
1FMCU0LZ4M;King;Seattle;WA;98119;2021;FORD;ESCAPE;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;38;44100;36;238082050;POINT (-122.363815 47.63046);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033006900;14111;29989
WA122BFZ9P;King;Renton;WA;98055;2023;AUDI;Q4;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;52900;33;252494665;POINT (-122.197 47.43876);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033029309;13224;39676
WVWKR7AU8K;King;Seattle;WA;98125;2019;VOLKSWAGEN;E-GOLF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;125;59900;46;253420842;POINT (-122.296385 47.71558);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033000201;13795;46105
WVGGNPE29N;King;Enumclaw;WA;98022;2022;VOLKSWAGEN;ID.4;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;59900;31;218647852;POINT (-121.98953 47.20347);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033031400;6240;53660
5YJXCBE22K;Kitsap;Kingston;WA;98346;2019;TESLA;MODEL X;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;289;31950;23;294815643;POINT (-122.50156 47.8019);PUGET SOUND ENERGY INC;53035090102;8033;23917
5YJ3E1EA3P;King;Seattle;WA;98125;2023;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;46;237758846;POINT (-122.296385 47.71558);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033000202;17286;52614
5YJ3E1EB2K;Clark;Camas;WA;98607;2019;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;220;31950;18;233053460;POINT (-122.405565 45.59009);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011041400;3288;28662
JTMABABA2P;King;Tukwila;WA;98188;2023;SUBARU;SOLTERRA;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;36800;11;245741891;POINT (-122.29179 47.43473);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033028200;14037;22763
KNDCC3LGXN;King;Kirkland;WA;98034;2022;KIA;NIRO;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;45;205877542;POINT (-122.209285 47.71124);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033021904;26025;43875
1N4AZ0CP4G;King;Bellevue;WA;98008;2016;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;84;59900;48;222431912;POINT (-122.11832 47.6245);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023300;22031;37869
5YJ3E1EA7P;King;Bellevue;WA;98006;2023;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;59900;41;255271495;POINT (-122.16937 47.571015);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023902;15733;44167
7SAYGDEE8N;King;Bellevue;WA;98004;2022;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;59900;41;202851890;POINT (-122.201905 47.61385);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023902;20353;39547
LYVBR0DM0K;King;Seattle;WA;98122;2019;VOLVO;XC60;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;17;52900;37;187481570;POINT (-122.30839 47.610365);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033007902;0;52900
5YJ3E1EB5L;King;Seattle;WA;98109;2020;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;322;69900;36;123913492;POINT (-122.34848 47.632405);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033006701;16145;53755
7SAYGDEE8P;Clark;Vancouver;WA;98682;2023;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;31950;17;252460470;POINT (-122.5146473 45.67862);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040713;11402;20548
5YJSA1E20J;Yakima;Toppenish;WA;98948;2018;TESLA;MODEL S;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;249;36800;15;238596690;POINT (-120.31287 46.37534);PACIFICORP;53077940005;11452;25348
2C4RC1L74P;King;Tukwila;WA;98188;2023;CHRYSLER;PACIFICA;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;32;69900;11;238255349;POINT (-122.29179 47.43473);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033028200;18208;51692
1G1FY6S00N;King;Shoreline;WA;98133;2022;CHEVROLET;BOLT EV;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;32;172398054;POINT (-122.34584 47.76726);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033021000;16162;53738
1C4JJXP61P;King;Tukwila;WA;98188;2023;JEEP;WRANGLER;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;21;69900;11;230150721;POINT (-122.29179 47.43473);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033028200;23338;46562
5YJ3E1EC9M;Kitsap;Bainbridge Island;WA;98110;2021;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;36800;23;181075961;POINT (-122.5235781 47.6293323);PUGET SOUND ENERGY INC;53035090800;6101;30699
7SAYGDEE8P;King;Renton;WA;98056;2023;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;31950;11;240154288;POINT (-122.180505 47.500055);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033025201;9069;22881
WP0AB2Y17L;King;Bellevue;WA;98006;2020;PORSCHE;TAYCAN;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;203;69900;41;128836032;POINT (-122.16937 47.571015);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033025007;6062;63838
5YJXCBE43G;King;Bellevue;WA;98006;2016;TESLA;MODEL X;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;200;44100;41;136537852;POINT (-122.16937 47.571015);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023902;8751;35349
7SAYGDEE5P;King;Clyde Hill;WA;98004;2023;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;48;251011463;POINT (-122.201905 47.61385);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033024100;10327;59573
YV4ED3UR3M;King;Seattle;WA;98125;2021;VOLVO;XC40;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;52900;46;151761781;POINT (-122.296385 47.71558);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033001202;7030;45870
7SAYGDEEXP;King;Bellevue;WA;98005;2023;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;59900;41;230268797;POINT (-122.16085 47.624515);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023500;16333;43567
JTMCB3FVXM;King;Shoreline;WA;98155;2021;TOYOTA;RAV4 PRIME;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;42;69900;32;187129554;POINT (-122.3175 47.7578146);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033021100;26093;43807
5YJSA1E6XP;King;Seattle;WA;98177;2023;TESLA;MODEL S;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;44100;32;253841297;POINT (-122.382425 47.77279);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033000500;6218;37882
5YJ3E1EB6J;King;Bellevue;WA;98006;2018;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;215;69900;41;195698737;POINT (-122.16937 47.571015);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033024800;15396;54504
WMW13DJ09N;King;Seattle;WA;98125;2022;MINI;HARDTOP;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;46;190032573;POINT (-122.296385 47.71558);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033001100;25097;44803
1N4AZ1CP0K;King;Bellevue;WA;98004;2019;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;150;69900;41;477538533;POINT (-122.201905 47.61385);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023807;15875;54025
7SAYGAEE0P;King;Seattle;WA;98125;2023;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;46;252702481;POINT (-122.296385 47.71558);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033001100;7753;62147
7SAXCBE67N;King;Redmond;WA;98052;2022;TESLA;MODEL X;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;44100;45;220510314;POINT (-122.12302 47.67668);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033032330;10115;33985
1N4BZ1CP4K;King;Kirkland;WA;98034;2019;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;150;31950;45;4719886;POINT (-122.209285 47.71124);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022205;4126;27824
7SAYGDEE2P;King;Kirkland;WA;98034;2023;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;59900;1;241671860;POINT (-122.209285 47.71124);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022300;18951;40949
5YJ3E1EA1P;King;Seattle;WA;98125;2023;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;36800;46;251267138;POINT (-122.296385 47.71558);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033000700;8180;28620
7SAYGDEE2P;King;Kirkland;WA;98033;2023;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;44100;48;228800729;POINT (-122.20264 47.6785);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022603;14693;29407
7PDSGABL8N;King;Kirkland;WA;98033;2022;RIVIAN;R1S;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;36800;48;231019526;POINT (-122.20264 47.6785);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022701;8980;27820
1FTVW1EL8P;King;Kent;WA;98042;2023;FORD;F-150;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;47;244414446;POINT (-122.111625 47.36078);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033031800;15085;54815
7SAYGDEE2N;King;Bellevue;WA;98004;2022;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;31950;41;220245427;POINT (-122.201905 47.61385);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023902;9227;22723
1G1RA6S53H;King;Bellevue;WA;98007;2017;CHEVROLET;VOLT;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;53;44100;41;182728220;POINT (-122.147385 47.599975);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023604;11904;32196
5YJ3E1EB0N;King;Tukwila;WA;98188;2022;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;11;207736357;POINT (-122.29179 47.43473);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033028200;18810;51090
5YJYGDEE9L;King;Kirkland;WA;98034;2020;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;291;31950;45;127309262;POINT (-122.209285 47.71124);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022005;7211;24739
7SAYGDEE9P;King;Seattle;WA;98119;2023;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;31950;36;229900275;POINT (-122.363815 47.63046);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033006900;8206;23744
5YJXCBE28J;King;Bellevue;WA;98006;2018;TESLA;MODEL X;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;238;69900;41;123676591;POINT (-122.16937 47.571015);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023902;14480;55420
WAUTPBFF7J;King;Burien;WA;98146;2018;AUDI;A3;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;16;36800;34;202976644;POINT (-122.355145 47.505655);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033026700;12738;24062
KNDJP3AE4G;Clark;Vancouver;WA;98686;2016;KIA;SOUL;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;93;31950;49;132588347;POINT (-122.6483953 45.7010427);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040803;0;31950
KNDJX3AE4G;King;Bothell;WA;98011;2016;KIA;SOUL;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;93;31950;1;348116121;POINT (-122.20578 47.762405);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033021804;0;31950
5YJYGDEE2L;King;Seattle;WA;98101;2020;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;291;52900;43;124607675;POINT (-122.335345 47.61079);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033007302;5005;47895
3FMTK3SU6N;Clark;Vancouver;WA;98686;2022;FORD;MUSTANG MACH-E;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;44100;49;226101991;POINT (-122.6483953 45.7010427);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040803;12279;31821
5YJSA1E21H;Thurston;Olympia;WA;98501;2017;TESLA;MODEL S;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;210;69900;22;148524484;POINT (-122.89692 47.043535);PUGET SOUND ENERGY INC;53067010100;16056;53844
7SAYGDEF1P;Clark;Vancouver;WA;98683;2023;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;17;244285947;POINT (-122.4853873 45.6083347);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011041322;23444;46456
5YJSA1E62P;Clark;Ridgefield;WA;98642;2023;TESLA;MODEL S;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;36800;18;260832407;POINT (-122.74291 45.818445);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040905;8469;28331
5YJXCAE21H;King;Bothell;WA;98011;2017;TESLA;MODEL X;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;200;36800;1;187210922;POINT (-122.20578 47.762405);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033021804;13821;22979
5YJ3E1EB1N;King;Shoreline;WA;98177;2022;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;32;195245592;POINT (-122.382425 47.77279);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033020800;13062;56838
7SAYGDEE9P;King;Seattle;WA;98104;2023;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;43;254874602;POINT (-122.329075 47.6018);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033008401;15823;54077
KNDC3DLCXN;Kitsap;Bainbridge Island;WA;98110;2022;KIA;EV6;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;44100;23;220262143;POINT (-122.5235781 47.6293323);PUGET SOUND ENERGY INC;53035090700;12139;31961
7PDSGABA6P;King;Bellevue;WA;98004;2023;RIVIAN;R1S;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;36800;41;252239424;POINT (-122.201905 47.61385);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023801;11331;25469
1G1RD6E4XE;King;Woodinville;WA;98072;2014;CHEVROLET;VOLT;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;38;69900;45;198441736;POINT (-122.151665 47.75855);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033021906;10721;59179
1C4RJYE67P;Cowlitz;Longview;WA;98632;2023;JEEP;GRAND CHEROKEE;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;25;69900;19;245586568;POINT (-122.9379953 46.1372997);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY;53015002100;6581;63319
7SAYGAEE7P;King;Bellevue;WA;98005;2023;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;52900;48;227131691;POINT (-122.16085 47.624515);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023701;10854;42046
KNDC3DLCXP;Thurston;Yelm;WA;98597;2023;KIA;EV6;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;36800;2;228533399;POINT (-122.61023 46.94126);PUGET SOUND ENERGY INC;53067012412;6570;30230
5YJSA1E27J;Kitsap;Bainbridge Island;WA;98110;2018;TESLA;MODEL S;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;249;44100;23;475656023;POINT (-122.5235781 47.6293323);PUGET SOUND ENERGY INC;53035090800;17457;26643
1G1FX6S07P;King;Tukwila;WA;98188;2023;CHEVROLET;BOLT EV;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;11;245685219;POINT (-122.29179 47.43473);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033028200;8390;61510
5YJYGDEE1M;King;Seattle;WA;98109;2021;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;36;148534746;POINT (-122.34848 47.632405);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033007203;19356;50544
7SAYGDEE4P;King;Redmond;WA;98052;2023;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;52900;45;225901021;POINT (-122.12302 47.67668);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033032330;6609;46291
5YJ3E1EBXM;Clark;Vancouver;WA;98684;2021;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;17;179787037;POINT (-122.51692 45.6228);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011041317;10696;59204
1G1FX6S05H;King;Kirkland;WA;98034;2017;CHEVROLET;BOLT EV;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;238;44100;1;175279989;POINT (-122.209285 47.71124);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022203;7583;36517
7SAYGDEE8N;King;Woodinville;WA;98072;2022;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;45;194978738;POINT (-122.151665 47.75855);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033021906;24306;45594
5YJSA1E21J;King;Clyde Hill;WA;98004;2018;TESLA;MODEL S;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;249;69900;48;238436481;POINT (-122.201905 47.61385);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033024100;27765;42135
5YJ3E1EA6J;King;Bellevue;WA;98008;2018;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;215;69900;48;106936028;POINT (-122.11832 47.6245);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023000;7123;62777
3FMTK1RM7M;King;Tukwila;WA;98168;2021;FORD;MUSTANG MACH-E;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;44100;11;185395164;POINT (-122.286465 47.476);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033028200;7297;36803
2C4RC1L70P;King;Tukwila;WA;98188;2023;CHRYSLER;PACIFICA;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;32;31950;11;239721821;POINT (-122.29179 47.43473);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033028200;9612;22338
1G1FX6S05P;King;Tukwila;WA;98188;2023;CHEVROLET;BOLT EV;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;31950;11;234974463;POINT (-122.29179 47.43473);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033028200;7364;24586
WBY43AW01R;King;Bellevue;WA;98005;2024;BMW;I4;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;48;260574079;POINT (-122.16085 47.624515);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023702;11274;58626
JN1AZ0CP7B;King;Lake Forest Park;WA;98155;2011;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;73;59900;46;161830119;POINT (-122.3175 47.7578146);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033021500;11989;47911
5LMYJ9YY3L;King;Seattle;WA;98103;2020;LINCOLN;AVIATOR;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;21;69900;46;150272293;POINT (-122.34301 47.659185);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033002700;18159;51741
1N4AZ0CP4F;King;Seattle;WA;98116;2015;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;84;36800;34;177108851;POINT (-122.38679 47.56484);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033009600;7282;29518
7SAYGDEE3P;Clark;Brush Prairie;WA;98606;2023;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;18;252763535;POINT (-122.5485715 45.7336587);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040504;8118;61782
5YJ3E1EA2J;King;Kent;WA;98031;2018;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;215;44100;47;340208935;POINT (-122.2012521 47.3931814);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033029407;4552;39548
7SAYGDEE3P;King;Kent;WA;98030;2023;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;47;240051430;POINT (-122.199755 47.37483);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033029603;15711;54189
JTMAB3FV8P;King;Seattle;WA;98125;2023;TOYOTA;RAV4 PRIME;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;42;69900;46;238052783;POINT (-122.296385 47.71558);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033000900;26153;43747
5UX43EU0XR;Clark;Vancouver;WA;98685;2024;BMW;X5;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;39;59900;18;245727779;POINT (-122.70302 45.703706);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040905;6957;52943
1G1FY6S00K;King;Bellevue;WA;98006;2019;CHEVROLET;BOLT EV;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;238;69900;41;251937556;POINT (-122.16937 47.571015);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023902;19723;50177
5YJ3E1EAXM;King;Kirkland;WA;98034;2021;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;1;213676410;POINT (-122.209285 47.71124);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022205;14650;55250
5YJ3E1EB7J;Clark;Vancouver;WA;98685;2018;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;215;52900;49;220359359;POINT (-122.70302 45.703706);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040904;15434;37466
YSMED3KA1P;King;Burien;WA;98146;2023;POLESTAR;PS2;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;44100;34;230372852;POINT (-122.355145 47.505655);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033027600;15181;28919
KNDCR3L12P;King;Kirkland;WA;98033;2023;KIA;NIRO;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;44100;45;233905346;POINT (-122.20264 47.6785);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022402;8631;35469
5YJXCBE29J;Clark;Vancouver;WA;98686;2018;TESLA;MODEL X;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;238;31950;17;240901349;POINT (-122.6483953 45.7010427);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040811;7940;24010
JTDKAMFP3N;Cowlitz;Longview;WA;98632;2022;TOYOTA;PRIUS PRIME;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;25;52900;19;195021438;POINT (-122.9379953 46.1372997);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY;53015000802;20725;32175
KM8KRDAF5P;King;Seattle;WA;98125;2023;HYUNDAI;IONIQ 5;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;44100;46;230909178;POINT (-122.296385 47.71558);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033002200;15410;28690
5YJYGDEE8L;King;Seattle;WA;98101;2020;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;291;31950;43;112799942;POINT (-122.335345 47.61079);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033008401;9171;22779
5YJYGDEE6L;King;Bellevue;WA;98006;2020;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;291;44100;41;115302190;POINT (-122.16937 47.571015);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023902;12486;31614
1N4BZ0CP9H;King;Bothell;WA;98011;2017;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;107;69900;1;327624048;POINT (-122.20578 47.762405);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033021803;15040;54860
